network,n_nodes,out_degree,weight_regime,reciprocity,mc_struct_mean,mc_struct_std,mc_null_random_mean,mc_null_random_std,mc_p_value,mc_cohens_d,mc_p_fmt,kr_struct_mean,kr_struct_std,kr_null_random_mean,kr_null_random_std,kr_p_value,kr_cohens_d,kr_p_fmt
HCP,1024,10,adjusted_broad,0.2000,10.7358,1.7226,10.4340,1.6328,0.0196,0.1814,<0.05,7.7333,1.7991,8.3500,1.2605,0.1302,-0.3970,0.130
HCP,1024,10,adjusted_broad,0.3000,9.3980,1.6830,9.6537,1.5770,0.0414,-0.1585,<0.05,7.2667,2.2118,7.3167,1.2281,0.9143,-0.0280,0.914
HCP,1024,10,adjusted_broad,0.4000,9.4001,0.9723,9.2719,0.9433,0.0832,0.1346,0.083,7.1333,1.4320,7.1500,1.0184,0.9588,-0.0134,0.959
HCP,1024,10,adjusted_broad,0.5000,9.0421,0.9234,8.8819,0.8602,0.0194,0.1817,<0.05,6.9333,1.4606,7.1000,0.8550,0.5922,-0.1393,0.592
HCP,1024,10,adjusted_broad,0.6000,8.5739,0.8043,8.7328,0.8020,0.0109,-0.1979,<0.05,6.8000,1.2149,6.9000,0.9322,0.7220,-0.0924,0.722
HCP,1024,10,adjusted_broad,0.7000,8.2649,0.7735,8.4930,0.8246,0.0003,-0.2823,<0.001,6.4333,1.5013,6.9167,0.8209,0.1288,-0.3995,0.129
HCP,1024,10,adjusted_broad,0.8000,8.2317,0.5764,8.2774,0.6778,0.3621,-0.0707,0.362,6.5333,1.3578,6.4667,0.8298,0.8195,0.0592,0.819
HCP,1024,10,adjusted_broad,0.9000,8.1766,0.4673,8.0963,0.6487,0.0818,0.1351,0.082,6.3667,1.0662,6.2000,0.8263,0.5014,0.1747,0.501
HCP,1024,10,adjusted_broad,1.0000,6.9255,1.0248,6.9089,1.0055,0.8324,0.0164,0.832,5.0667,1.1725,5.3167,0.7711,0.3339,-0.2519,0.334
HMCP,64,6,binary,0.0000,11.1128,0.3109,11.0576,0.2722,0.0044,0.1978,<0.01,6.0400,0.1960,5.9480,0.0964,0.0040,0.5957,<0.01
HMCP,64,6,binary,0.1000,10.9821,0.3405,10.9486,0.2564,0.0765,0.1229,0.076,5.9800,0.3156,5.9640,0.0954,0.7348,0.0686,0.735
HMCP,64,6,binary,0.2000,10.8120,0.3176,10.8344,0.2774,0.2561,-0.0788,0.256,6.0000,0.3464,5.9240,0.1050,0.1448,0.2969,0.145
HMCP,64,6,binary,0.3000,10.6863,0.3180,10.7485,0.2860,0.0021,-0.2133,<0.01,5.9000,0.3000,5.9400,0.1077,0.3819,-0.1775,0.382
HMCP,64,6,binary,0.4000,10.5763,0.3309,10.6330,0.2791,0.0046,-0.1967,<0.01,5.9800,0.3736,5.8680,0.1726,0.0597,0.3849,0.060
HMCP,64,6,binary,0.5000,10.4540,0.3373,10.4913,0.2706,0.0574,-0.1319,0.057,5.9400,0.3693,5.8320,0.2014,0.0754,0.3631,0.075
HMCP,64,6,binary,0.6000,10.2668,0.3182,10.3761,0.2724,0.0000,-0.3896,<0.0001,5.8400,0.3666,5.7960,0.1523,0.4397,0.1568,0.440
HMCP,64,6,binary,0.7000,10.1554,0.3439,10.2678,0.2781,0.0000,-0.3876,<0.0001,5.7200,0.4490,5.7080,0.2008,0.8648,0.0345,0.865
HMCP,64,6,binary,0.8000,10.0768,0.3346,10.1335,0.2830,0.0052,-0.1942,<0.01,5.7600,0.4271,5.6640,0.2057,0.1595,0.2864,0.159
HMCP,64,6,binary,0.9000,10.0296,0.3460,10.0362,0.2714,0.7413,-0.0229,0.741,5.6400,0.5571,5.6000,0.2433,0.6461,0.0930,0.646
HMCP,64,6,binary,1.0000,9.8948,0.2905,9.8750,0.2852,0.3177,0.0693,0.318,5.6600,0.5142,5.4480,0.2579,0.0114,0.5212,<0.05
HMCP,64,6,random_narrow,0.0000,11.7032,0.3731,11.6713,0.3169,0.1590,0.0977,0.159,6.4200,0.4936,6.1920,0.1647,0.0028,0.6197,<0.01
HMCP,64,6,random_narrow,0.1000,11.5773,0.3902,11.5913,0.3181,0.5410,-0.0424,0.541,6.4000,0.4899,6.1640,0.1682,0.0019,0.6443,<0.01
HMCP,64,6,random_narrow,0.2000,11.3961,0.3672,11.4338,0.3176,0.0961,-0.1154,0.096,6.2200,0.5400,6.1080,0.1610,0.1673,0.2811,0.167
HMCP,64,6,random_narrow,0.3000,11.3186,0.4006,11.3339,0.3175,0.5075,-0.0460,0.507,6.2400,0.4716,6.1080,0.1659,0.0676,0.3734,0.068
HMCP,64,6,random_narrow,0.4000,11.1547,0.4107,11.2453,0.3284,0.0001,-0.2637,<0.001,6.2200,0.4142,6.0560,0.0983,0.0083,0.5448,<0.01
HMCP,64,6,random_narrow,0.5000,11.0278,0.4399,11.1282,0.3360,0.0000,-0.2824,<0.0001,6.1200,0.3816,6.0040,0.1232,0.0456,0.4091,<0.05
HMCP,64,6,random_narrow,0.6000,10.8589,0.3345,10.9584,0.3328,0.0000,-0.2988,<0.0001,5.9800,0.3156,6.0000,0.0980,0.6727,-0.0856,0.673
HMCP,64,6,random_narrow,0.7000,10.7620,0.4392,10.8504,0.3345,0.0003,-0.2497,<0.001,6.0800,0.2713,5.9600,0.1386,0.0069,0.5571,<0.01
HMCP,64,6,random_narrow,0.8000,10.6281,0.4079,10.7631,0.3506,0.0000,-0.3742,<0.0001,5.9000,0.3606,5.9160,0.1271,0.7702,-0.0592,0.770
HMCP,64,6,random_narrow,0.9000,10.6064,0.3913,10.6249,0.3379,0.4424,-0.0533,0.442,6.0000,0.4472,5.9520,0.1170,0.4691,0.1468,0.469
HMCP,64,6,random_narrow,1.0000,10.5011,0.3555,10.5050,0.3355,0.8675,-0.0116,0.868,5.8600,0.3470,5.8960,0.1216,0.4947,-0.1385,0.495
HMCP,64,6,random_broad,0.0000,14.7997,1.2898,15.1271,1.3311,0.0004,-0.2472,<0.001,11.6000,1.5362,11.5520,0.6113,0.8394,0.0411,0.839
HMCP,64,6,random_broad,0.1000,14.2525,1.6250,14.9010,1.5201,0.0000,-0.4217,<0.0001,10.5800,1.7215,11.0000,0.7077,0.1174,-0.3191,0.117
HMCP,64,6,random_broad,0.2000,14.2442,1.5121,14.3090,1.7077,0.5773,-0.0386,0.577,10.4600,1.5519,10.5160,0.6513,0.8163,-0.0471,0.816
HMCP,64,6,random_broad,0.3000,13.2700,1.7459,14.1641,1.6277,0.0000,-0.5426,<0.0001,9.8200,1.8296,10.3480,0.7556,0.0649,-0.3772,0.065
HMCP,64,6,random_broad,0.4000,13.3576,1.7639,13.7249,1.8443,0.0039,-0.2006,<0.01,9.8800,1.9457,9.8920,0.7302,0.9678,-0.0082,0.968
HMCP,64,6,random_broad,0.5000,13.4472,1.8628,13.4772,1.9337,0.8219,-0.0156,0.822,9.5800,1.7560,9.6520,0.8455,0.7965,-0.0522,0.796
HMCP,64,6,random_broad,0.6000,12.7636,1.6927,13.0752,1.7092,0.0085,-0.1826,<0.01,8.9400,1.5800,9.3680,0.8422,0.0975,-0.3381,0.097
HMCP,64,6,random_broad,0.7000,12.5539,1.8700,13.0036,1.8162,0.0004,-0.2464,<0.001,8.7600,1.6194,9.2080,0.7166,0.0797,-0.3578,0.080
HMCP,64,6,random_broad,0.8000,12.5009,1.8054,12.8125,1.7811,0.0119,-0.1746,<0.05,8.8800,1.6928,9.0200,0.7389,0.5969,-0.1072,0.597
HMCP,64,6,random_broad,0.9000,12.1165,1.5898,12.4249,1.7944,0.0117,-0.1750,<0.05,8.3600,1.6219,8.7360,0.7636,0.1452,-0.2966,0.145
HMCP,64,6,random_broad,1.0000,12.1756,1.6801,12.3318,1.8708,0.2211,-0.0849,0.221,8.6400,1.5068,8.6480,0.6935,0.9731,-0.0068,0.973
HMCP,64,6,adjusted_narrow,0.0000,11.6511,0.3874,11.6665,0.3107,0.4955,-0.0473,0.495,6.4200,0.4936,6.1960,0.1574,0.0032,0.6115,<0.01
HMCP,64,6,adjusted_narrow,0.1000,11.4869,0.3861,11.5577,0.3312,0.0028,-0.2077,<0.01,6.3800,0.4854,6.1440,0.1444,0.0015,0.6590,<0.01
HMCP,64,6,adjusted_narrow,0.2000,11.3362,0.4128,11.3863,0.3239,0.0339,-0.1472,<0.05,6.1600,0.5044,6.0680,0.1420,0.2220,0.2483,0.222
HMCP,64,6,adjusted_narrow,0.3000,11.2245,0.3759,11.2652,0.3384,0.0884,-0.1182,0.088,6.2000,0.4899,6.0680,0.1580,0.0757,0.3626,0.076
HMCP,64,6,adjusted_narrow,0.4000,11.0746,0.3845,11.1451,0.3364,0.0032,-0.2046,<0.01,6.1200,0.3250,6.0240,0.1305,0.0579,0.3877,0.058
HMCP,64,6,adjusted_narrow,0.5000,10.9082,0.4282,11.0200,0.3497,0.0000,-0.3072,<0.0001,6.0600,0.4200,5.9920,0.1197,0.2784,0.2202,0.278
HMCP,64,6,adjusted_narrow,0.6000,10.7188,0.3643,10.8480,0.3386,0.0000,-0.3769,<0.0001,6.0000,0.2828,5.9880,0.1013,0.7804,0.0565,0.780
HMCP,64,6,adjusted_narrow,0.7000,10.6072,0.4492,10.7249,0.3612,0.0000,-0.3121,<0.0001,6.0400,0.1960,5.9440,0.1329,0.0055,0.5734,<0.01
HMCP,64,6,adjusted_narrow,0.8000,10.5130,0.4170,10.5890,0.3551,0.0028,-0.2076,<0.01,5.8800,0.3250,5.9080,0.1214,0.5734,-0.1141,0.573
HMCP,64,6,adjusted_narrow,0.9000,10.4755,0.4040,10.5050,0.3427,0.2292,-0.0834,0.229,5.9600,0.3980,5.9320,0.1103,0.6362,0.0959,0.636
HMCP,64,6,adjusted_narrow,1.0000,10.5691,0.3994,10.6015,0.3881,0.2311,-0.0831,0.231,5.8600,0.3470,5.9280,0.1250,0.1999,-0.2608,0.200
HMCP,64,6,adjusted_broad,0.0000,14.8173,1.3131,15.1107,1.3239,0.0014,-0.2219,<0.01,11.6000,1.5362,11.5520,0.6113,0.8394,0.0411,0.839
HMCP,64,6,adjusted_broad,0.1000,12.7882,2.1899,13.5849,2.0672,0.0000,-0.3816,<0.0001,9.1000,2.1656,9.7120,0.9684,0.0740,-0.3648,0.074
HMCP,64,6,adjusted_broad,0.2000,12.1102,2.1672,12.1865,2.0892,0.6009,-0.0363,0.601,8.3800,1.8643,8.4160,0.7319,0.9001,-0.0254,0.900
HMCP,64,6,adjusted_broad,0.3000,10.5926,1.8131,11.5441,1.8096,0.0000,-0.5256,<0.0001,7.3200,1.5158,7.9560,0.7697,0.0102,-0.5291,<0.05
HMCP,64,6,adjusted_broad,0.4000,11.2091,1.7934,10.8312,1.7592,0.0020,0.2141,<0.01,7.6400,1.3966,7.2640,0.5283,0.0811,0.3561,0.081
HMCP,64,6,adjusted_broad,0.5000,11.0382,1.8099,10.6771,1.7383,0.0030,0.2063,<0.01,7.3600,1.3078,7.2440,0.6966,0.5849,0.1107,0.585
HMCP,64,6,adjusted_broad,0.6000,10.1132,1.6231,10.1553,1.6780,0.7158,-0.0252,0.716,6.8000,1.2649,6.7280,0.4763,0.7100,0.0753,0.710
HMCP,64,6,adjusted_broad,0.7000,9.6593,1.6969,9.9436,1.5340,0.0088,-0.1820,<0.01,6.4400,1.2674,6.6320,0.5690,0.3357,-0.1954,0.336
HMCP,64,6,adjusted_broad,0.8000,9.8902,1.6122,9.8203,1.5769,0.5242,0.0442,0.524,6.5000,1.1358,6.4600,0.5532,0.8251,0.0448,0.825
HMCP,64,6,adjusted_broad,0.9000,9.2204,1.7791,9.1839,1.6521,0.7527,0.0219,0.753,6.1000,1.2207,6.0040,0.5359,0.6153,0.1018,0.615
HMCP,64,6,adjusted_broad,1.0000,8.3146,1.5034,8.3670,1.7990,0.6667,-0.0299,0.667,5.6400,1.0346,5.5560,0.3780,0.5947,0.1078,0.595
HMCP,64,10,binary,0.0000,9.2840,0.2445,9.0393,0.2060,0.0000,1.1497,<0.0001,5.0400,0.1960,4.9880,0.0475,0.0741,0.3647,0.074
HMCP,64,10,binary,0.1000,9.3030,0.2425,9.0135,0.2039,0.0000,1.3735,<0.0001,5.0600,0.3693,4.9880,0.0621,0.1815,0.2719,0.181
HMCP,64,10,binary,0.2000,9.2568,0.2407,8.9779,0.2055,0.0000,1.3174,<0.0001,5.0600,0.3693,4.9640,0.0866,0.0796,0.3579,0.080
HMCP,64,10,binary,0.3000,9.2078,0.2370,8.9215,0.2056,0.0000,1.3559,<0.0001,5.2200,0.4142,4.9640,0.0866,0.0001,0.8555,<0.0001
HMCP,64,10,binary,0.4000,9.1237,0.2483,8.8562,0.2062,0.0000,1.2514,<0.0001,5.1000,0.4583,4.9800,0.0600,0.0722,0.3672,0.072
HMCP,64,10,binary,0.5000,9.0762,0.2815,8.8015,0.2033,0.0000,1.2584,<0.0001,5.3200,0.4665,4.9680,0.0733,0.0000,1.0542,<0.0001
HMCP,64,10,binary,0.6000,9.0630,0.2562,8.7613,0.2020,0.0000,1.4237,<0.0001,5.2000,0.4472,4.9480,0.0964,0.0002,0.7790,<0.001
HMCP,64,10,binary,0.7000,8.9369,0.2650,8.6945,0.2192,0.0000,1.0655,<0.0001,5.0800,0.3919,4.9720,0.0694,0.0604,0.3837,0.060
HMCP,64,10,binary,0.8000,8.8456,0.2827,8.6301,0.2046,0.0000,0.9820,<0.0001,5.0000,0.2000,4.9560,0.0920,0.1649,0.2827,0.165
HMCP,64,10,binary,0.9000,8.8299,0.2759,8.5563,0.2088,0.0000,1.2360,<0.0001,5.0000,0.3464,4.9520,0.0943,0.3516,0.1891,0.352
HMCP,64,10,binary,1.0000,8.8072,0.2499,8.4851,0.2055,0.0000,1.5085,<0.0001,5.0400,0.1960,4.9240,0.1050,0.0004,0.7379,<0.001
HMCP,64,10,random_narrow,0.0000,9.7491,0.2482,9.5283,0.2311,0.0000,0.9435,<0.0001,5.2200,0.4600,5.0240,0.0950,0.0043,0.5901,<0.01
HMCP,64,10,random_narrow,0.1000,9.7476,0.2689,9.5071,0.2297,0.0000,1.0162,<0.0001,5.4000,0.4899,5.0240,0.0862,0.0000,1.0690,<0.0001
HMCP,64,10,random_narrow,0.2000,9.7409,0.2598,9.4704,0.2290,0.0000,1.1540,<0.0001,5.3000,0.4583,5.0240,0.0862,0.0001,0.8371,<0.0001
HMCP,64,10,random_narrow,0.3000,9.7231,0.2982,9.4038,0.2315,0.0000,1.3089,<0.0001,5.4400,0.4964,5.0120,0.1013,0.0000,1.1948,<0.0001
HMCP,64,10,random_narrow,0.4000,9.6227,0.3187,9.3632,0.2319,0.0000,1.0442,<0.0001,5.4200,0.4936,4.9840,0.0543,0.0000,1.2418,<0.0001
HMCP,64,10,random_narrow,0.5000,9.5900,0.3096,9.2886,0.2291,0.0000,1.2335,<0.0001,5.5600,0.4964,4.9840,0.0784,0.0000,1.6209,<0.0001
HMCP,64,10,random_narrow,0.6000,9.5148,0.3317,9.2491,0.2400,0.0000,1.0316,<0.0001,5.3000,0.4583,4.9960,0.0848,0.0000,0.9225,<0.0001
HMCP,64,10,random_narrow,0.7000,9.4554,0.3218,9.1891,0.2436,0.0000,1.0312,<0.0001,5.3600,0.4800,4.9880,0.0840,0.0000,1.0796,<0.0001
HMCP,64,10,random_narrow,0.8000,9.3195,0.3247,9.1188,0.2278,0.0000,0.8141,<0.0001,5.2600,0.4386,4.9680,0.0835,0.0000,0.9248,<0.0001
HMCP,64,10,random_narrow,0.9000,9.2908,0.3234,9.0659,0.2414,0.0000,0.8756,<0.0001,5.3200,0.4665,4.9920,0.0560,0.0000,0.9873,<0.0001
HMCP,64,10,random_narrow,1.0000,9.3324,0.2958,8.9905,0.2489,0.0000,1.3285,<0.0001,5.1800,0.4331,4.9680,0.0733,0.0010,0.6825,<0.01
HMCP,64,10,random_broad,0.0000,13.8832,1.0916,14.0709,1.0242,0.0090,-0.1813,<0.01,9.4000,0.9165,9.5920,0.4979,0.2006,-0.2603,0.201
HMCP,64,10,random_broad,0.1000,14.0493,1.1106,14.0127,1.0198,0.6102,0.0354,0.610,9.6200,1.1470,9.4600,0.5646,0.3831,0.1770,0.383
HMCP,64,10,random_broad,0.2000,13.8439,1.3136,13.9314,1.0928,0.2654,-0.0773,0.265,9.4200,1.2663,9.4480,0.5594,0.8877,-0.0286,0.888
HMCP,64,10,random_broad,0.3000,13.4808,1.0408,13.7409,1.0607,0.0004,-0.2460,<0.001,9.1400,0.9800,9.2920,0.5110,0.3381,-0.1945,0.338
HMCP,64,10,random_broad,0.4000,12.9722,1.5359,13.4915,1.2573,0.0000,-0.3971,<0.0001,8.5600,1.2986,9.0400,0.4436,0.0161,-0.4947,<0.05
HMCP,64,10,random_broad,0.5000,12.8965,1.3634,13.4133,1.2984,0.0000,-0.3947,<0.0001,8.6400,1.2126,9.0680,0.4658,0.0232,-0.4660,<0.05
HMCP,64,10,random_broad,0.6000,12.7851,1.1964,13.2765,1.2080,0.0000,-0.4074,<0.0001,8.5400,1.1868,8.9120,0.4421,0.0424,-0.4154,<0.05
HMCP,64,10,random_broad,0.7000,12.9174,1.4582,13.0145,1.3371,0.3027,-0.0715,0.303,8.7600,1.2579,8.7160,0.5756,0.8243,0.0450,0.824
HMCP,64,10,random_broad,0.8000,12.8746,1.0681,12.9256,1.3113,0.5632,-0.0401,0.563,8.4800,0.9642,8.6840,0.5457,0.2004,-0.2604,0.200
HMCP,64,10,random_broad,0.9000,12.4081,1.1554,12.8468,1.2176,0.0000,-0.3633,<0.0001,8.3600,1.0726,8.5080,0.5188,0.3867,-0.1757,0.387
HMCP,64,10,random_broad,1.0000,12.9327,1.4153,12.6692,1.3589,0.0055,0.1926,<0.01,8.5400,1.2363,8.4120,0.5003,0.5033,0.1357,0.503
HMCP,64,10,adjusted_narrow,0.0000,9.7302,0.2753,9.5398,0.2296,0.0000,0.8008,<0.0001,5.2200,0.4600,5.0240,0.0950,0.0043,0.5901,<0.01
HMCP,64,10,adjusted_narrow,0.1000,9.7092,0.2518,9.4875,0.2277,0.0000,0.9562,<0.0001,5.4000,0.5657,5.0280,0.0801,0.0000,0.9208,<0.0001
HMCP,64,10,adjusted_narrow,0.2000,9.7037,0.2993,9.4401,0.2290,0.0000,1.0888,<0.0001,5.2800,0.4490,5.0320,0.0835,0.0003,0.7680,<0.001
HMCP,64,10,adjusted_narrow,0.3000,9.6446,0.3144,9.3700,0.2352,0.0000,1.0980,<0.0001,5.4200,0.4936,5.0120,0.1089,0.0000,1.1416,<0.0001
HMCP,64,10,adjusted_narrow,0.4000,9.5373,0.3593,9.3093,0.2300,0.0000,0.8903,<0.0001,5.3400,0.5142,4.9920,0.0560,0.0000,0.9515,<0.0001
HMCP,64,10,adjusted_narrow,0.5000,9.5012,0.3236,9.2312,0.2442,0.0000,1.0421,<0.0001,5.5000,0.5000,4.9880,0.0739,0.0000,1.4326,<0.0001
HMCP,64,10,adjusted_narrow,0.6000,9.4650,0.3297,9.1744,0.2442,0.0000,1.1165,<0.0001,5.2600,0.4821,4.9760,0.0862,0.0001,0.8201,<0.0001
HMCP,64,10,adjusted_narrow,0.7000,9.3334,0.3518,9.1034,0.2431,0.0000,0.8701,<0.0001,5.1800,0.3842,4.9760,0.0862,0.0005,0.7327,<0.001
HMCP,64,10,adjusted_narrow,0.8000,9.1998,0.3294,9.0233,0.2442,0.0000,0.6783,<0.0001,5.1800,0.3842,4.9600,0.0894,0.0002,0.7887,<0.001
HMCP,64,10,adjusted_narrow,0.9000,9.2225,0.3441,8.9765,0.2426,0.0000,0.9383,<0.0001,5.2400,0.4716,4.9720,0.0694,0.0002,0.7951,<0.001
HMCP,64,10,adjusted_narrow,1.0000,9.4125,0.3378,9.1304,0.2805,0.0000,0.9702,<0.0001,5.2000,0.4472,4.9800,0.0721,0.0010,0.6868,<0.001
HMCP,64,10,adjusted_broad,0.0000,13.8948,1.0711,14.1134,1.0287,0.0024,-0.2110,<0.01,9.4000,0.9165,9.5960,0.5020,0.1923,-0.2653,0.192
HMCP,64,10,adjusted_broad,0.1000,13.5922,1.3513,13.6283,1.3587,0.7016,-0.0266,0.702,9.2400,1.3647,9.1400,0.6174,0.6413,0.0944,0.641
HMCP,64,10,adjusted_broad,0.2000,12.8101,1.7903,12.7924,1.7674,0.8855,0.0100,0.886,8.5200,1.4455,8.4920,0.6174,0.9010,0.0252,0.901
HMCP,64,10,adjusted_broad,0.3000,12.1561,1.5145,12.0713,1.8060,0.4875,0.0481,0.488,8.1400,1.3418,8.0120,0.6898,0.5540,0.1200,0.554
HMCP,64,10,adjusted_broad,0.4000,11.4019,1.7416,11.6330,1.8408,0.0680,-0.1266,0.068,7.4200,1.3578,7.6240,0.4877,0.3247,-0.2000,0.325
HMCP,64,10,adjusted_broad,0.5000,11.1910,1.6135,11.3267,1.7230,0.2513,-0.0796,0.251,7.3400,1.3507,7.4640,0.5549,0.5536,-0.1201,0.554
HMCP,64,10,adjusted_broad,0.6000,10.6345,1.6165,10.7447,1.6801,0.3414,-0.0660,0.341,6.8800,1.0889,7.1440,0.4965,0.1257,-0.3120,0.126
HMCP,64,10,adjusted_broad,0.7000,10.5228,1.5777,10.4562,1.6102,0.5496,0.0415,0.550,6.7800,1.1365,6.8920,0.4803,0.5266,-0.1284,0.527
HMCP,64,10,adjusted_broad,0.8000,10.2386,1.3682,9.9978,1.6175,0.0280,0.1525,<0.05,6.5200,1.0998,6.5760,0.5225,0.7482,-0.0650,0.748
HMCP,64,10,adjusted_broad,0.9000,9.7642,1.6446,9.7805,1.5485,0.8803,-0.0104,0.880,6.3800,1.0562,6.3840,0.4864,0.9808,-0.0049,0.981
HMCP,64,10,adjusted_broad,1.0000,8.6664,1.8541,8.6924,1.6013,0.8198,-0.0158,0.820,5.7000,1.2207,5.7360,0.5373,0.8505,-0.0382,0.851
HMCP,128,6,binary,0.0000,12.1810,0.3246,11.9910,0.2194,0.0000,0.7913,<0.0001,6.8000,0.4000,6.1400,0.1661,0.0000,2.1550,<0.0001
HMCP,128,6,binary,0.1000,11.8969,0.3562,11.8966,0.2256,0.9894,0.0009,0.989,6.5400,0.4984,6.0440,0.1283,0.0000,1.3630,<0.0001
HMCP,128,6,binary,0.2000,11.6168,0.3810,11.7706,0.2337,0.0000,-0.5828,<0.0001,6.4200,0.5325,6.0520,0.1118,0.0000,0.9564,<0.0001
HMCP,128,6,binary,0.3000,11.5354,0.3458,11.6045,0.2390,0.0001,-0.2660,<0.001,6.4800,0.4996,6.0320,0.0926,0.0000,1.2469,<0.0001
HMCP,128,6,binary,0.4000,11.3412,0.3765,11.4663,0.2373,0.0000,-0.4712,<0.0001,6.3600,0.4800,5.9880,0.1089,0.0000,1.0689,<0.0001
HMCP,128,6,binary,0.5000,11.1634,0.3437,11.3255,0.2435,0.0000,-0.6171,<0.0001,6.1600,0.4630,6.0080,0.0796,0.0257,0.4575,<0.05
HMCP,128,6,binary,0.6000,10.9536,0.3943,11.1775,0.2516,0.0000,-0.7988,<0.0001,6.1000,0.3000,6.0000,0.0693,0.0252,0.4593,<0.05
HMCP,128,6,binary,0.7000,10.8299,0.4155,11.0104,0.2458,0.0000,-0.6420,<0.0001,6.2600,0.5219,5.9880,0.0475,0.0004,0.7340,<0.001
HMCP,128,6,binary,0.8000,10.6940,0.3553,10.8861,0.2752,0.0000,-0.6624,<0.0001,6.1000,0.5000,5.9800,0.0600,0.0985,0.3370,0.099
HMCP,128,6,binary,0.9000,10.5858,0.3869,10.7199,0.2686,0.0000,-0.4597,<0.0001,6.1200,0.3250,5.9600,0.0800,0.0012,0.6761,<0.01
HMCP,128,6,binary,1.0000,10.4983,0.3345,10.5586,0.2684,0.0020,-0.2148,<0.01,6.0000,0.3464,5.9720,0.0694,0.5803,0.1121,0.580
HMCP,128,6,random_narrow,0.0000,12.6551,0.3275,12.5982,0.2607,0.0027,0.2086,<0.01,6.9000,0.3000,6.6280,0.2040,0.0000,1.0603,<0.0001
HMCP,128,6,random_narrow,0.1000,12.3447,0.3517,12.4841,0.2520,0.0000,-0.5139,<0.0001,6.6600,0.4737,6.4960,0.2474,0.0342,0.4340,<0.05
HMCP,128,6,random_narrow,0.2000,12.0748,0.3573,12.3336,0.2492,0.0000,-0.9578,<0.0001,6.5800,0.4936,6.3040,0.2010,0.0005,0.7324,<0.001
HMCP,128,6,random_narrow,0.3000,11.9646,0.3986,12.1754,0.2619,0.0000,-0.7292,<0.0001,6.5200,0.5381,6.2600,0.2408,0.0026,0.6237,<0.01
HMCP,128,6,random_narrow,0.4000,11.7884,0.3930,12.0108,0.2594,0.0000,-0.7775,<0.0001,6.4400,0.4964,6.2280,0.2263,0.0077,0.5496,<0.01
HMCP,128,6,random_narrow,0.5000,11.6125,0.3832,11.8818,0.2673,0.0000,-0.9293,<0.0001,6.3600,0.5200,6.1640,0.1775,0.0142,0.5045,<0.05
HMCP,128,6,random_narrow,0.6000,11.4049,0.3866,11.6975,0.2732,0.0000,-0.9915,<0.0001,6.2800,0.4915,6.0680,0.1363,0.0045,0.5878,<0.01
HMCP,128,6,random_narrow,0.7000,11.2352,0.4487,11.5637,0.2891,0.0000,-1.0228,<0.0001,6.2200,0.4600,6.0400,0.1131,0.0091,0.5374,<0.01
HMCP,128,6,random_narrow,0.8000,11.0994,0.4031,11.4086,0.2852,0.0000,-1.0041,<0.0001,6.1200,0.3816,5.9760,0.1106,0.0127,0.5126,<0.05
HMCP,128,6,random_narrow,0.9000,10.9505,0.4005,11.2767,0.2976,0.0000,-1.0289,<0.0001,6.0400,0.2800,6.0080,0.0688,0.4391,0.1570,0.439
HMCP,128,6,random_narrow,1.0000,10.9482,0.3906,11.1056,0.2903,0.0000,-0.5093,<0.0001,6.0400,0.2800,5.9680,0.0926,0.0906,0.3453,0.091
HMCP,128,6,random_broad,0.0000,17.0655,1.8409,17.7023,1.3728,0.0000,-0.4359,<0.0001,13.9000,2.4352,14.9080,0.8991,0.0078,-0.5492,<0.01
HMCP,128,6,random_broad,0.1000,16.4140,1.8058,16.9756,2.0264,0.0000,-0.2820,<0.0001,13.2800,2.3155,14.0400,1.1005,0.0406,-0.4192,<0.05
HMCP,128,6,random_broad,0.2000,15.2408,2.0533,16.0767,2.4964,0.0000,-0.3442,<0.0001,12.3200,2.7888,12.9120,1.2087,0.1759,-0.2754,0.176
HMCP,128,6,random_broad,0.3000,14.5766,2.2428,15.6547,2.4232,0.0000,-0.4503,<0.0001,11.2600,2.6819,12.3880,1.1541,0.0081,-0.5464,<0.01
HMCP,128,6,random_broad,0.4000,14.2520,2.6024,14.9944,2.3475,0.0000,-0.3104,<0.0001,10.8000,3.0067,11.8280,1.1960,0.0285,-0.4493,<0.05
HMCP,128,6,random_broad,0.5000,14.2136,2.0514,14.2980,2.5706,0.6250,-0.0339,0.625,10.5800,2.2724,10.8920,1.0547,0.3855,-0.1761,0.385
HMCP,128,6,random_broad,0.6000,13.9652,2.7534,14.1416,2.4661,0.3120,-0.0701,0.312,10.3600,2.7112,10.8760,1.1777,0.2247,-0.2469,0.225
HMCP,128,6,random_broad,0.7000,12.9943,2.2958,14.1043,1.9530,0.0000,-0.5511,<0.0001,9.6800,2.4120,11.0680,0.9973,0.0003,-0.7521,<0.001
HMCP,128,6,random_broad,0.8000,12.6202,1.8471,13.3660,2.0628,0.0000,-0.3676,<0.0001,9.1800,2.1419,10.0000,1.0135,0.0173,-0.4894,<0.05
HMCP,128,6,random_broad,0.9000,13.2514,2.0950,12.8376,2.2256,0.0069,0.1877,<0.01,9.8800,2.1037,9.5960,1.2313,0.4167,0.1648,0.417
HMCP,128,6,random_broad,1.0000,12.8949,1.7689,12.7754,2.1880,0.4174,0.0562,0.417,9.4000,2.0298,9.6400,0.9847,0.4582,-0.1504,0.458
